AirPort,City,AirID,X,Y,Z
Beauregard Regional Airport,Deridder,DRI,30.83169937,-93.33989716,202
Bradshaw Army Airfield,Bradshaw Field,BSF,19.76009941,-155.5540009,6190
Nogales International Airport,Nogales,OLS,31.4177,-110.848,3955
Mac Dill Air Force Base,Tampa,MCF,27.84930038,-82.52120209,14
Scott AFB/Midamerica Airport,Belleville,BLV,38.5452,-89.835197,459
Opa-locka Executive Airport,Miami,OPF,25.907,-80.278397,8
Del Rio International Airport,Del Rio,DRT,29.37420082,-100.927002,1002
Southwest Florida International Airport,Fort Myers,RSW,26.53619957,-81.75520325,30
King Salmon Airport,King Salmon,AKN,58.67679977,-156.6490021,73
Muir Army Air Field (Fort Indiantown Gap) Airport,Muir,MUI,40.434799,-76.569397,488
Kapalua Airport,Lahania-kapalua,JHM,20.96290016,-156.6730042,256
John F Kennedy International Airport,New York,JFK,40.63980103,-73.77890015,13
Homestead ARB Airport,Homestead,HST,25.48859978,-80.38359833,5
Riverside Municipal Airport,Riverside,RAL,33.95190048,-117.4449997,819
Sherman Army Air Field,Fort Leavenworth,FLV,39.36830139,-94.91470337,772
Wallops Flight Facility Airport,Wallops Island,WAL,37.94020081,-75.46640015,40
Holloman Air Force Base,Alamogordo,HMN,32.85250092,-106.1070023,4093
Willow Grove Naval Air Station/Joint Reserve Base,Willow Grove,NXX,40.19979858,-75.14820099,358
Cheyenne Regional Jerry Olson Field,Cheyenne,CYS,41.15570068,-104.8119965,6159
Stockton Metropolitan Airport,Stockton,SCK,37.89419937,-121.237999,33
Charleston Air Force Base-International Airport,Charleston,CHS,32.89860153,-80.04049683,46
Reno Tahoe International Airport,Reno,RNO,39.49909973,-119.7679977,4415
Ketchikan International Airport,Ketchikan,KTN,55.35559845,-131.7140045,89
Willow Run Airport,Detroit,YIP,42.23789978,-83.53040314,716
Vandenberg Air Force Base,Lompoc,VBG,34.73730087,-120.5839996,369
Birmingham-Shuttlesworth International Airport,Birmingham,BHM,33.56290054,-86.75350189,650
Lakehurst Maxfield Field Airport,Lakehurst,NEL,40.03329849,-74.353302,101
Eareckson Air Station,Shemya,SYA,52.71229935,174.1139984,95
Nellis Air Force Base,Las Vegas,LSV,36.23619843,-115.0339966,1870
March ARB Airport,Riverside,RIV,33.880699,-117.259003,1536
Modesto City Co-Harry Sham Field,Modesto,MOD,37.62580109,-120.9540024,97
Sacramento International Airport,Sacramento,SMF,38.69540024,-121.5910034,27
Waukegan National Airport,Chicago,UGN,42.42219925,-87.86789703,727
City of Colorado Springs Municipal Airport,Colorado Springs,COS,38.805801,-104.700996,6187
Buffalo Niagara International Airport,Buffalo,BUF,42.94049835,-78.73220062,728
Griffing Sandusky Airport,Sandusky,SKY,41.4333992,-82.65229797,580
Snohomish County (Paine Field) Airport,Everett,PAE,47.90629959,-122.2819977,606
Mountain Home Air Force Base,Mountain Home,MUO,43.043598,-115.872002,2996
Cedar City Regional Airport,Cedar City,CDC,37.70100021,-113.098999,5622
Bradley International Airport,Windsor Locks,BDL,41.93889999,-72.68319702,173
Mc Allen Miller International Airport,Mcallen,MFE,26.17580032,-98.23860168,107
Norfolk Naval Station (Chambers Field),Norfolk,NGU,36.937599,-76.289299,17
Westover ARB/Metropolitan Airport,Chicopee Falls,CEF,42.19400024,-72.53479767,241
Lubbock Preston Smith International Airport,Lubbock,LBB,33.663601,-101.822998,3282
Chicago O'Hare International Airport,Chicago,ORD,41.9786,-87.9048,672
Boca Raton Airport,Boca Raton,BCT,26.37849998,-80.10769653,13
Fairbanks International Airport,Fairbanks,FAI,64.81510162,-147.8560028,439
Quantico MCAF /Turner field,Quantico,\N,38.50170135,-77.30529785,10
Cannon Air Force Base,Clovis,CVS,34.38280106,-103.3219986,4295
Kaneohe Bay MCAS (Marion E. Carl Field) Airport,Kaneohe Bay,NGF,21.45050049,-157.7680054,24
Offutt Air Force Base,Omaha,OFF,41.11830139,-95.91249847,1052
Gulkana Airport,Gulkana,GKN,62.1548996,-145.4570007,1586
Watertown International Airport,Watertown,ART,43.9919014,-76.021698,325
Palm Springs International Airport,Palm Springs,PSP,33.82970047,-116.5070038,477
Rick Husband Amarillo International Airport,Amarillo,AMA,35.219398,-101.706001,3607
Fort Dodge Regional Airport,Fort Dodge,FOD,42.55149841,-94.19259644,1156
Barksdale Air Force Base,Shreveport,BAD,32.50180054,-93.66269684,166
Topeka Regional Airport - Forbes Field,Topeka,FOE,38.95090103,-95.66359711,1078
Cotulla-La Salle County Airport,Cotulla,COT,28.45669937,-99.22029877,474
Wilmington International Airport,Wilmington,ILM,34.27059937,-77.90260315,32
Baton Rouge Metropolitan Airport,Baton Rouge,BTR,30.533199,-91.149597,70
Meridian Naval Air Station,Meridian,\N,32.55210114,-88.55560303,316
Tyler Pounds Regional Airport,Tyler,TYR,32.35409927,-95.40239716,544
Baltimore/Washington International Thurgood Marshall Airport,Baltimore,BWI,39.1754,-76.668297,146
Hobart Regional Airport,Hobart,HBR,34.991317,-99.051313,1563
Lanai Airport,Lanai,LNY,20.78560066,-156.951004,1308
Alexandria International Airport,Alexandria,AEX,31.32740021,-92.54979706,89
Condron Army Air Field,White Sands,WSD,32.34149933,-106.4029999,3934
Cold Bay Airport,Cold Bay,CDB,55.20610046,-162.7250061,96
Tulsa International Airport,Tulsa,TUL,36.19839859,-95.88809967,677
Sitka Rocky Gutierrez Airport,Sitka,SIT,57.04710007,-135.3619995,21
Long Island Mac Arthur Airport,Islip,ISP,40.79520035,-73.10019684,99
Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,MSP,44.882,-93.221802,841
New Castle Airport,Wilmington,ILG,39.67869949,-75.60649872,80
Unalaska Airport,Unalaska,DUT,53.90010071,-166.5440063,22
Louis Armstrong New Orleans International Airport,New Orleans,MSY,29.99340057,-90.25800323,4
Portland International Jetport Airport,Portland,PWM,43.64619827,-70.30930328,76
Will Rogers World Airport,Oklahoma City,OKC,35.39310074,-97.60070038,1295
Albany International Airport,Albany,ALB,42.74829865,-73.80169678,285
Valdez Pioneer Field,Valdez,VDZ,61.13389969,-146.2480011,121
Langley Air Force Base,Hampton,LFI,37.082901,-76.36049652,11
John Wayne Airport-Orange County Airport,Santa Ana,SNA,33.67570114,-117.8679962,56
Columbus Air Force Base,Colombus,CBM,33.64379883,-88.44380188,219
Kendall-Tamiami Executive Airport,Kendall-tamiami,TMB,25.64789963,-80.43280029,8
Oceana Naval Air Station,Oceana,NTU,36.820702,-76.033501,23
Grissom Air Reserve Base,Peru,GUS,40.64810181,-86.15209961,812
Casper-Natrona County International Airport,Casper,CPR,42.908001,-106.463997,5350
Destin-Ft Walton Beach Airport,Valparaiso,VPS,30.4832,-86.525398,87
Craig Field,Selma,SEM,32.34389877,-86.9878006,166
Key West International Airport,Key West,EYW,24.55610085,-81.75959778,3
Charlotte Douglas International Airport,Charlotte,CLT,35.2140007,-80.94309998,748
McCarran International Airport,Las Vegas,LAS,36.08010101,-115.1520004,2181
Orlando International Airport,Orlando,MCO,28.42939949,-81.30899811,96
Florence Regional Airport,Florence,FLO,34.1853981,-79.72389984,146
Great Falls International Airport,Great Falls,GTF,47.48199844,-111.3710022,3680
Youngstown Warren Regional Airport,Youngstown,YNG,41.26070023,-80.67910004,1192
Ladd AAF Airfield,Fort Wainwright,FBK,64.83750153,-147.6139984,454
Mc Minnville Municipal Airport,Mackminnville,\N,45.19440079,-123.1360016,163
Robins Air Force Base,Macon,WRB,32.64009857,-83.59190369,294
Pullman Moscow Regional Airport,Pullman,PUW,46.7439,-117.110001,2556
Lewiston Nez Perce County Airport,Lewiston,LWS,46.37450027,-117.0149994,1442
Elmira Corning Regional Airport,Elmira,ELM,42.15990067,-76.89160156,954
Ithaca Tompkins Regional Airport,Ithaca,ITH,42.49100113,-76.45839691,1099
Monterey Peninsula Airport,Monterey,MRY,36.5870018,-121.8430023,257
Santa Barbara Municipal Airport,Santa Barbara,SBA,34.42620087,-119.8399963,13
Daytona Beach International Airport,Daytona Beach,DAB,29.179899,-81.058098,34
Downtown-Manhattan/Wall St Heliport,New York,JRB,40.70119858,-74.00900269,7
Talkeetna Airport,Talkeetna,TKA,62.32049942,-150.0939941,358
Tweed New Haven Airport,New Haven,HVN,41.26369858,-72.88680267,12
Asheville Regional Airport,Asheville,AVL,35.43619919,-82.54180145,2165
Piedmont Triad International Airport,Greensboro,GSO,36.09780121,-79.93730164,925
Joe Foss Field Airport,Sioux Falls,FSD,43.58200073,-96.74189758,1429
Manchester-Boston Regional Airport,Manchester NH,MHT,42.932598,-71.435699,266
Naples Municipal Airport,Naples,APF,26.15259933,-81.77529907,8
Louisville International Standiford Field,Louisville,SDF,38.1744,-85.736,501
Charlottesville Albemarle Airport,Charlottesville VA,CHO,38.1385994,-78.45290375,639
Roanokeâ€“Blacksburg Regional Airport,Roanoke VA,ROA,37.3255,-79.975403,1175
Blue Grass Airport,Lexington KY,LEX,38.03649902,-84.60590363,979
Evansville Regional Airport,Evansville,EVV,38.03699875,-87.53240204,418
Albuquerque International Sunport,Albuquerque,ABQ,35.040199,-106.609001,5355
Gallatin Field,Bozeman,BZN,45.77750015,-111.1529999,4473
Billings Logan International Airport,Billings,BIL,45.80770111,-108.5429993,3652
Bert Mooney Airport,Butte,BTM,45.95479965,-112.4970016,5550
Cherry Capital Airport,Traverse City,TVC,44.74140167,-85.5821991,624
Hancock County-Bar Harbor Airport,Bar Harbor,BHB,44.45000076,-68.3615036,83
Knox County Regional Airport,Rockland,RKD,44.06010056,-69.09919739,56
Jackson Hole Airport,Jacksn Hole,JAC,43.6072998,-110.737999,6451
Chicago Rockford International Airport,Rockford,RFD,42.19540024,-89.09719849,742
Greenville Spartanburg International Airport,Greenville,GSP,34.89569855,-82.21890259,964
Central Illinois Regional Airport at Bloomington-Normal,Bloomington,BMI,40.47710037,-88.91590118,871
Gulfport Biloxi International Airport,Gulfport,GPT,30.40730095,-89.07009888,28
Kalamazoo Battle Creek International Airport,Kalamazoo,AZO,42.23490143,-85.55210114,874
Toledo Express Airport,Toledo,TOL,41.58679962,-83.80780029,683
Fort Wayne International Airport,Fort Wayne,FWA,40.97850037,-85.19509888,814
Decatur Airport,Decatur,DEC,39.83459854,-88.86569977,682
The Eastern Iowa Airport,Cedar Rapids,CID,41.88470078,-91.71080017,869
La Crosse Municipal Airport,La Crosse,LSE,43.879002,-91.256699,655
Central Wisconsin Airport,Wassau,CWA,44.77759933,-89.66680145,1277
General Wayne A. Downing Peoria International Airport,Peoria,PIA,40.66419983,-89.69329834,660
Appleton International Airport,Appleton,ATW,44.2580986,-88.51909637,918
Rochester International Airport,Rochester,RST,43.90829849,-92.5,1317
University of Illinois Willard Airport,Champaign,CMI,40.03919983,-88.27809906,755
Manhattan Regional Airport,Manhattan,MHK,39.14099884,-96.67079926,1057
Venango Regional Airport,Franklin,FKL,41.37789917,-79.86039734,1540
Grand Junction Regional Airport,Grand Junction,GJT,39.12239838,-108.5270004,4858
St George Municipal Airport,Saint George,SGU,37.036389,-113.510306,2941
David Wayne Hooks Memorial Airport,Houston,DWH,30.0618,-95.55280304,152
Port O'Connor Private Heliport,Port O\'Connor,\N,28.429725,-96.444419,8
Sarasota Bradenton International Airport,Sarasota,SRQ,27.39539909,-82.55439758,30
Van Nuys Airport,Van Nuys,VNY,34.20980072,-118.4899979,802
Quad City International Airport,Moline,MLI,41.44850159,-90.50749969,590
Panama City-Bay Co International Airport,Panama City,PFN,30.212099,-85.6828,20
Bismarck Municipal Airport,Bismarck,BIS,46.77270126,-100.7460022,1661
Telluride Regional Airport,Telluride,TEX,37.9538002,-107.9079971,9070
Rapid City Regional Airport,Rapid City,RAP,44.04529953,-103.0569992,3204
Mc Clellan-Palomar Airport,Carlsbad,CLD,33.12829971,-117.2799988,331
Bishop International Airport,Flint,FNT,42.9654007,-83.74359894,782
Redding Municipal Airport,Redding,RDD,40.50899887,-122.2929993,505
Mahlon Sweet Field,Eugene,EUG,44.12459946,-123.211998,374
Idaho Falls Regional Airport,Idaho Falls,IDA,43.514599,-112.070999,4744
Rogue Valley International Medford Airport,Medford,MFR,42.37419891,-122.8730011,1335
Roberts Field,Redmond-Bend,RDM,44.2541008,-121.1500015,3080
Akron Canton Regional Airport,Akron,CAK,40.91609955,-81.44219971,1228
Huntsville International Carl T Jones Field,Huntsville,HSV,34.6371994,-86.77510071,629
Mid Ohio Valley Regional Airport,PARKERSBURG,PKB,39.3451004,-81.43920135,858
Montgomery Regional (Dannelly Field) Airport,MONTGOMERY,MGM,32.30059814,-86.39399719,221
Tri-Cities Regional TN/VA Airport,BRISTOL,TRI,36.475201,-82.407401,1519
Barkley Regional Airport,PADUCAH,PAH,37.06079865,-88.77380371,410
Page Municipal Airport,Page,PGA,36.92610168,-111.447998,4316
Glacier Park International Airport,Kalispell,FCA,48.3105011,-114.2559967,2977
MBS International Airport,Saginaw,MBS,43.53290176,-84.07959747,668
Greater Binghamton/Edwin A Link field,Binghamton,BGM,42.20869827,-75.97979736,1636
Blythe Airport,Blythe,BLH,33.61920166,-114.7170029,399
Petersburg James A Johnson Airport,Petersburg,PSG,56.80170059,-132.9450073,111
Orlando Sanford International Airport,Sanford,SFB,28.77759933,-81.23750305,55
John Murtha Johnstown Cambria County Airport,Johnstown,JST,40.31610107,-78.83390045,2284
Missoula International Airport,Missoula,MSO,46.91630173,-114.0910034,3206
Grand Canyon National Park Airport,Grand Canyon,GCN,35.95240021,-112.1470032,6609
Sugar Land Regional Airport,Sugar Land,SGR,29.62229919,-95.65650177,82
Centennial Airport,Denver,APA,39.57009888,-104.848999,5885
Clovis Municipal Airport,Clovis,CVN,34.42509842,-103.0790024,4216
Fort Stockton Pecos County Airport,Fort Stockton,FST,30.91570091,-102.9160004,3011
Las Vegas Municipal Airport,Las Vegas,LVS,35.65420151,-105.1419983,6877
West Houston Airport,Houston,IWS,29.81819916,-95.67259979,111
La Junta Municipal Airport,La Junta,\N,38.04970169,-103.5090027,4229
Las Cruces International Airport,Las Cruces,LRU,32.28939819,-106.9219971,4456
Stephens County Airport,Breckenridge,BKD,32.71900177,-98.89099884,1284
Draughon Miller Central Texas Regional Airport,Temple,TPL,31.15250015,-97.40779877,682
Ozona Municipal Airport,Ozona,OZA,30.73530006,-101.2030029,2381
Eagle County Regional Airport,Vail,EGE,39.64260101,-106.9179993,6548
Cuyahoga County Airport,Richmond Heights,CGF,41.56510162,-81.48639679,879
Mansfield Lahm Regional Airport,Mansfield,MFD,40.82139969,-82.51660156,1297
Columbus Metropolitan Airport,Columbus,CSG,32.5163002,-84.93890381,397
Lawton Fort Sill Regional Airport,Lawton,LAW,34.56769943,-98.41660309,1110
Northern Colorado Regional Airport,Fort Collins,FNL,40.451804,-105.011,5016
Flagstaff Pulliam Airport,Flagstaff,FLG,35.13850021,-111.6709976,7014
Lake Tahoe Airport,South Lake Tahoe,TVL,38.89390182,-119.9950027,6264
Joslin Field Magic Valley Regional Airport,Twin Falls,TWF,42.4818,-114.487999,4154
Martha's Vineyard Airport,Vineyard Haven MA,MVY,41.39310074,-70.61430359,67
Concord Municipal Airport,Concord NH,CON,43.20270157,-71.50229645,342
Groton New London Airport,Groton CT,GON,41.33010101,-72.04509735,9
St Cloud Regional Airport,Saint Cloud,STC,45.54660034,-94.05989838,1031
Golden Triangle Regional Airport,Columbus Mississippi,GTR,33.45029831,-88.59140015,264
Bowerman Airport,Hoquiam,HQM,46.97119904,-123.9369965,18
Erie International Tom Ridge Field,Erie,ERI,42.08312701,-80.17386675,732
Barnstable Municipal Boardman Polando Field,Barnstable,HYA,41.66930008,-70.28040314,54
Sedona Airport,Sedona,SDX,34.84859848,-111.788002,4830
Morgantown Municipal Walter L. Bill Hart Field,Morgantown,MGW,39.64289856,-79.91629791,1248
Yeager Airport,Charleston,CRW,38.37310028,-81.59320068,981
Wilkes Barre Scranton International Airport,Scranton,AVP,41.33850098,-75.7233963,962
Bemidji Regional Airport,Bemidji,BJI,47.50939941,-94.93370056,1391
Hector International Airport,Fargo,FAR,46.92070007,-96.81580353,902
Charles B. Wheeler Downtown Airport,Kansas City,MKC,39.12319946,-94.59279633,759
Gillette Campbell County Airport,Gillette,GCC,44.34889984,-105.5390015,4365
El Toro Marine Corps Air Station,Santa Ana,NZJ,33.67610168,-117.7310028,383
University Park Airport,State College Pennsylvania,SCE,40.84930038,-77.84870148,1239
Key Field,Meridian,MEI,32.33259964,-88.75189972,297
Abraham Lincoln Capital Airport,Springfield,SPI,39.84410095,-89.67790222,598
Cortez Municipal Airport,Cortez,CEZ,37.3030014,-108.6279984,5918
Yampa Valley Airport,Hayden,HDN,40.48120117,-107.2180023,6606
Gallup Municipal Airport,Gallup,GUP,35.51110077,-108.7890015,6472
Liberal Mid-America Regional Airport,Liberal,LBL,37.0442009,-100.9599991,2885
Lamar Municipal Airport,Lamar,LAA,38.06969833,-102.6880035,3706
Renner Field-Goodland Municipal Airport,Goodland,GLD,39.37060165,-101.6989975,3656
Yellowstone Regional Airport,Cody,COD,44.52019882,-109.0240021,5102
Springfield Branson National Airport,Springfield,SGF,37.24570084,-93.38860321,1268
Joplin Regional Airport,Joplin,JLN,37.15179825,-94.49829865,981
Lehigh Valley International Airport,Allentown,ABE,40.65209961,-75.44080353,393
Northwest Arkansas Regional Airport,Bentonville,XNA,36.281898,-94.306801,1287
South Bend Regional Airport,South Bend,SBN,41.70869827,-86.31729889,799
Smith Field,Fort Wayne IN,SMD,41.14339828,-85.15280151,835
California Redwood Coast-Humboldt County Airport,Arcata CA,ACV,40.978101,-124.109,221
Albert J Ellis Airport,Jacksonville NC,OAJ,34.82920074,-77.61209869,94
Tuscaloosa Regional Airport,Tuscaloosa AL,TCL,33.22060013,-87.61139679,170
Dubuque Regional Airport,Dubuque IA,DBQ,42.40200043,-90.70950317,1077
Aberdeen Regional Airport,Aberdeen,ABR,45.44910049,-98.42179871,1302
Southwest Georgia Regional Airport,Albany,ABY,31.53549957,-84.19450378,197
Athens Ben Epps Airport,Athens,AHN,33.94860077,-83.32630157,808
Alamogordo White Sands Regional Airport,Alamogordo,ALM,32.83990097,-105.9909973,4200
Waterloo Regional Airport,Waterloo,ALO,42.55709839,-92.40029907,873
Walla Walla Regional Airport,Walla Walla,ALW,46.09489822,-118.288002,1194
Alpena County Regional Airport,Alpena,APN,45.0780983,-83.56030273,690
Watertown Regional Airport,Watertown,ATY,44.91400146,-97.15470123,1749
Bradford Regional Airport,Bradford,BFD,41.80310059,-78.64009857,2143
Western Neb. Rgnl/William B. Heilig Airport,Scottsbluff,BFF,41.87400055,-103.5960007,3967
Raleigh County Memorial Airport,Beckley,BKW,37.78730011,-81.12419891,2504
Brunswick Golden Isles Airport,Brunswick,BQK,31.25880051,-81.46649933,26
Southeast Iowa Regional Airport,Burlington,BRL,40.78319931,-91.12550354,698
Jack Mc Namara Field Airport,Crescent City,CEC,41.78020096,-124.2369995,61
Cape Girardeau Regional Airport,Cape Girardeau,CGI,37.22529984,-89.57080078,342
Chippewa County International Airport,Sault Ste Marie,CIU,46.25080109,-84.47239685,800
North Central West Virginia Airport,Clarksburg,CKB,39.29660034,-80.22810364,1217
William R Fairchild International Airport,Port Angeles,CLM,48.12020111,-123.5,291
Houghton County Memorial Airport,Hancock,CMX,47.16839981,-88.4890976,1095
Dodge City Regional Airport,Dodge City,DDC,37.76340103,-99.96559906,2594
DuBois Regional Airport,Du Bois,DUJ,41.17829895,-78.8986969,1817
Chippewa Valley Regional Airport,Eau Claire,EAU,44.86579895,-91.48429871,913
Elko Regional Airport,Elko,EKO,40.82490158,-115.7919998,5140
New Bedford Regional Airport,New Bedford,EWB,41.67610168,-70.95690155,80
Fayetteville Regional Grannis Field,Fayetteville,FAY,34.99119949,-78.88030243,189
Wokal Field Glasgow International Airport,Glasgow,GGW,48.212502,-106.614998,2296
Central Nebraska Regional Airport,Grand Island,GRI,40.96749878,-98.30960083,1847
Memorial Field,Hot Springs,HOT,34.47800064,-93.09619904,540
Tri-State/Milton J. Ferguson Field,Huntington,HTS,38.36669922,-82.55799866,828
Kirksville Regional Airport,Kirksville,IRK,40.09349823,-92.54489899,966
Jamestown Regional Airport,Jamestown,JMS,46.92969894,-98.67819977,1500
Laramie Regional Airport,Laramie,LAR,41.31209946,-105.6750031,7284
Arnold Palmer Regional Airport,Latrobe,LBE,40.27590179,-79.40480042,1199
North Platte Regional Airport Lee Bird Field,North Platte,LBF,41.12620163,-100.6839981,2777
Lebanon Municipal Airport,Lebanon,LEB,43.62609863,-72.30419922,603
Crater Lake-Klamath Regional Airport,Klamath Falls,LMT,42.156101,-121.733002,4095
Lancaster Airport,Lancaster,LNS,40.12170029,-76.2960968,403
Lewistown Municipal Airport,Lewistown,LWT,47.04930115,-109.4670029,4170
Lynchburg Regional Preston Glenn Field,Lynchburg,LYH,37.3266983,-79.20040131,938
Muskegon County Airport,Muskegon,MKG,43.16949844,-86.23819733,629
Frank Wiley Field,Miles City,MLS,46.4280014,-105.8860016,2630
Northwest Alabama Regional Airport,Muscle Shoals,MSL,34.74530029,-87.61019897,551
Southwest Oregon Regional Airport,North Bend,OTH,43.417099,-124.2460022,17
Owensboro Daviess County Airport,Owensboro,OWB,37.74010086,-87.16680145,407
Hattiesburg Laurel Regional Airport,Hattiesburg/Laurel,PIB,31.46710014,-89.33709717,298
Pocatello Regional Airport,Pocatello,PIH,42.90980148,-112.5960007,4452
Pierre Regional Airport,Pierre,PIR,44.38270187,-100.2860031,1744
Pellston Regional Airport of Emmet County Airport,Pellston,PLN,45.57089996,-84.79669952,721
Portsmouth International at Pease Airport,Portsmouth,PSM,43.07789993,-70.82330322,100
Reading Regional Carl A Spaatz Field,Reading,RDG,40.37850189,-75.96520233,344
Rhinelander Oneida County Airport,Rhinelander,RHI,45.63119888,-89.46749878,1624
Southwest Wyoming Regional Airport,Rock Springs,RKS,41.5942,-109.065001,6764
Rutland - Southern Vermont Regional Airport,Rutland,RUT,43.52939987,-72.94960022,787
San Luis County Regional Airport,San Luis Obispo,SBP,35.23680115,-120.6419983,212
Sheridan County Airport,Sheridan,SHR,44.76919937,-106.9800034,4021
Adirondack Regional Airport,Saranac Lake,SLK,44.38529968,-74.20619965,1663
Salina Municipal Airport,Salina,SLN,38.79100037,-97.65219879,1288
Santa Maria Pub/Capt G Allan Hancock Field,Santa Maria,SMX,34.89889908,-120.4570007,261
Tupelo Regional Airport,Tupelo,TUP,34.26810074,-88.76989746,346
Quincy Regional Baldwin Field,Quincy,UIN,39.94269943,-91.19460297,768
Victoria Regional Airport,Victoria,VCT,28.8526001,-96.91850281,115
Valdosta Regional Airport,Valdosta,VLD,30.78249931,-83.27670288,203
Worland Municipal Airport,Worland,WRL,43.96569824,-107.9509964,4227
Yakima Air Terminal McAllister Field,Yakima,YKM,46.56819916,-120.5439987,1099
Adak Airport,Adak Island,ADK,51.87799835,-176.6459961,18
Gustavus Airport,Gustavus,GST,58.4253006,-135.7070007,35
Skagway Airport,Skagway,SGY,59.46009827,-135.3159943,44
Holy Cross Airport,Holy Cross,HCR,62.18830109,-159.7749939,70
Haines Airport,Haines,HNS,59.24380112,-135.5240021,15
Kalskag Airport,Kalskag,KLG,61.53630066,-160.3410034,55
McGrath Airport,Mcgrath,MCG,62.95289993,-155.6060028,341
Mountain Village Airport,Mountain Village,MOU,62.09540176,-163.6820068,337
Aniak Airport,Aniak,ANI,61.58160019,-159.5429993,88
Chevak Airport,Chevak,VAK,61.5409,-165.6005,75
Wrangell Airport,Wrangell,WRG,56.48429871,-132.3699951,49
Kalaupapa Airport,Molokai,LUP,21.21100044,-156.973999,24
Aleknagik / New Airport,Aleknagik,WKK,59.2826004,-158.6179962,66
Mercer County Airport,Bluefield,BLF,37.29579926,-81.20770264,2857
Mid Delta Regional Airport,Greenville,GLH,33.48289871,-90.98560333,131
Tri Cities Airport,Pasco,PSC,46.26470184,-119.1190033,410
Akutan Seaplane Base,Akutan,KQA,54.13377044,-165.7788956,0
Lopez Island Airport,Lopez,LPS,48.48389816,-122.9380035,209
Waikoloa Heliport,Waikoloa Village,WKL,19.9205,-155.8607,119
Worcester Regional Airport,Worcester,ORH,42.26729965,-71.8757019,1009
Bremerton National Airport,Bremerton,PWT,47.49020004,-122.7649994,444
Spencer Municipal Airport,Spencer,SPW,43.16550064,-95.20279694,1339
Jefferson City Memorial Airport,Jefferson City,JEF,38.59120178,-92.15609741,549
Provincetown Municipal Airport,Provincetown,PVC,42.07189941,-70.2213974,9
Fullerton Municipal Airport,Fullerton,FUL,33.87200165,-117.9800034,96
Concord-Padgett Regional Airport,Concord,USA,35.387798,-80.709099,705
Friedman Memorial Airport,Hailey,SUN,43.50439835,-114.2959976,5318
Mason City Municipal Airport,Mason City,MCW,43.15779877,-93.33129883,1213
Phoenix-Mesa-Gateway Airport,Mesa,AZA,33.30780029,-111.6549988,1382
Anaktuvuk Pass Airport,Anaktuvuk Pass,AKP,68.13359833,-151.7429962,2102
Anvik Airport,Anvik,ANV,62.646702,-160.190994,291
Atqasuk Edward Burnell Sr Memorial Airport,Atqasuk,ATK,70.46730042,-157.4360046,96
Gambell Airport,Gambell,GAM,63.76679993,-171.7330017,27
Hooper Bay Airport,Hooper Bay,HPB,61.52389908,-166.1470032,13
Kaltag Airport,Kaltag,KAL,64.31909943,-158.7409973,181
St Mary's Airport,St Mary's,KSM,62.0605011,-163.302002,312
Kivalina Airport,Kivalina,KVL,67.73619843,-164.5630035,13
Mekoryuk Airport,Mekoryuk,MYU,60.37139893,-166.2709961,48
Ruby Airport,Ruby,RBY,64.72720337,-155.4700012,658
Shishmaref Airport,Shishmaref,SHH,66.249604,-166.089112,12
Savoonga Airport,Savoonga,SVA,63.68640137,-170.4929962,53
Noatak Airport,Noatak,WTK,67.56610107,-162.9750061,88
Arctic Village Airport,Arctic Village,ARC,68.1147,-145.578995,2092
Port Clarence Coast Guard Station,Port Clarence,KPC,65.25370026,-166.8589935,10
Hagerstown Regional Richard A Henson Field,Hagerstown,HGR,39.707901,-77.72949982,703
Sand Point Airport,Sand Point,SDP,55.31499863,-160.522995,21
Deering Airport,Deering,DRG,66.06960297,-162.7660065,21
Igiugig Airport,Igiugig,IGG,59.32400131,-155.9019928,90
New Stuyahok Airport,New Stuyahok,KNW,59.44990158,-157.3280029,364
King Cove Airport,King Cove,KVC,55.11629868,-162.2660065,155
Port Heiden Airport,Port Heiden,PTH,56.95909882,-158.6329956,95
Togiak Airport,Togiak Village,TOG,59.05279922,-160.3970032,21
Delta County Airport,Escanaba,ESC,45.72269821,-87.09369659,609
Yakutat Airport,Yakutat,YAK,59.50329971,-139.6600037,33
Williamson County Regional Airport,Marion,MWA,37.75500107,-89.01110077,472
Ford Airport,Iron Mountain,IMT,45.81840134,-88.11450195,1182
Marquette Airport,Marquette,\N,46.53390121,-87.56140137,1424
Allakaket Airport,Allakaket,AET,66.55180359,-152.621994,441
Michigan City Municipal Airport,Michigan City,MGC,41.70330048,-86.82119751,655
Seward Airport,Seward,SWD,60.12689972,-149.4190063,22
Grand Marais Cook County Airport,Grand Marais,GRM,47.8382988,-90.38289642,1799
Wausau Downtown Airport,Wausau,AUW,44.92620087,-89.62660217,1201
Delaware County Johnson Field,Muncie,MIE,40.24229813,-85.39589691,937
Purdue University Airport,Lafayette,LAF,40.41230011,-86.93689728,606
Brown County Airport,Georgetown,\N,38.88190079,-83.88269806,958
North Las Vegas Airport,Las Vegas,VGT,36.21070099,-115.1940002,2205
Kenosha Regional Airport,Kenosha,ENW,42.59569931,-87.92780304,742
Montrose Regional Airport,Montrose CO,MTJ,38.50979996,-107.8939972,5759
Riverton Regional Airport,Riverton WY,RIW,43.06420136,-108.4599991,5525
Eastern Oregon Regional At Pendleton Airport,Pendleton,PDT,45.69509888,-118.8410034,1497
